POST-OFFICE-NAME	PIN-CODE	DISTRICT	STATE
THOHA KHALSA	47380	Rawalpindi 	Punjab
THOHA MEHRAM KHAN	48270	Talagang 	Punjab
THORAR	12310	Rawalakot 	Azad Kashmir
THOWAR	16160	Skardu HPO	Northern Area
THRACHANI	65168	Sukkur 	Sindh
THUL	79100	Jacobabad 	Sindh
THULL CITY	26270	Kohat 	NWFP
THULL FORT	26260	Kohat 	NWFP
THUTHA RAI BAHADAR	50180	Gujrat 	Punjab
TIBA SULTANPUR	61170	Vehari 	Punjab
TIBBA NAINAM WALA	30130	Bhakkar 	Punjab
TIBBI QAISRANI	32030	Dera Ghazi Khan 	Punjab
TIMARGARA	18300	Batkhela HPO	NWFP
TIMBER MARKET	54120	Lahore 	Punjab
TITER KHEL	28364	Bannu 	NWFP
TOBA CAMP	22060	Abbottabad 	NWFP
TOBA TAKE SINGH GPO	36050	T.T Singh 	Punjab
TOBAH	49030	Jhelum 	Punjab
TOGH BALA	26010	Kohat 	NWFP
TOGH SARAI	26200	Kohat 	NWFP
TOLA BANGI KHEL	42380	Mianwali 	Punjab 
TOLTI	16450	Skardu HPO	Northern Area
TOOR	49712	Jhelum 	Punjab
TOPI	23460	Sawabi 	NWFP
TOR WARSAK	19270	Mardan 	NWFP
TORDHER	23610	Sawabi 	NWFP
TORKA	28040	Bannu 	NWFP
TORU	23300	Mardan 	NWFP
TOTAKAN	23030	Batkhela HPO	NWFP
TOTLAI	23434	Sawabi 	NWFP
TOWLER VILLAGE NOORIABAD	73094	Hyderabad 	Sindh
TOWNSHIP SECTOR A-1 LAHORE	54770	Lahore Cantt 	Punjab
TRAG	42420	Mianwali 	Punjab
TRAP	48000	Attock 	Punjab
TRET	47100	Murree 	Punjab
TRINDA MUHAMMAD PANAH	64030	Rahimyar Khan 	Punjab
TUMP	92300	Turbat 	Balochistan
TUNIA BAGA SHAH	67034	Nawabshah 	Sindh 
TURBAT G.P.O.	92600	Turbat 	Balochistan
UBAURO	65030	Sukkur 	Sindh
UCH SHARIF	63410	Bahawalpur 	Punjab
UCHHALI	41150	Khushab 	Punjab
UDHOWAL	47580	Rawalpindi 	Punjab
UGALI	41104	Khushab 	Punjab
UGOKE	51050	Sialkot 	Punjab
UMAR KOT	69100	Mirpur Khas 	Sindh
UMARABAD	23154	Mardan 	NWFP
UMARZAI	24510	Charsadda 	NWFP
UMERABAD GIDDER	88410	Khuzdar 	Balochistan
UNIVERSITY NEW CAMPUS JAMSHORO	76080	Hyderabad 	Sindh
UPPER SUDDAN GALI	12504	Bagh 	Azad Kashmir
UPPER TOPA	47210	Murree 	Punjab
URMAR PAYAN	24300	Nowshera 	NWFP
USMAN KHATTER	47060	Rawalpindi 	Punjab
USMAN WALA	55010	Kasur 	Punjab
USTA MUHAMMAD	80300	Sibi 	Balochistan
USTER ZAI PAYAN	26170	Kohat 	NWFP
UTHAL	90150	Khuzdar 	Balochistan
UTMANZAI	24500	Charsadda 	NWFP
VANIA WALA	52404	Gujranwala 	Punjab
VEHARI GPO	61100	Vehari 	Punjab
VEHARI PEOPLES COLONY	61120	Vehari 	Punjab
VEHOA	32010	Dera Ghazi Khan 	Punjab
VUR	73170	Hyderabad 	Sindh
WADALA SANDHUAN	51510	Sialkot 	Punjab
WADH	89250	Khuzdar 	Balochistan
WAGGAN	77230	Larkana 	Sindh
WAGH	49130	Jhelum 	Punjab
WAGHA	53600	Lahore Cantt 	Punjab
WAH	47000	Wah Cantt. 	Punjab
WAH CANTT. G.P.O.	47040	Wah Cantt. 	Punjab
WAH CEMENT WORKS	47020	Wah Cantt. 	Punjab
WAH WEST PARK	47046	Wah Cantt. 	Punjab
WAHALIZER	48322	Chakwal 	Punjab
WAHDAT COLONY	52254	Gujranwala 	Punjab
WAHULA	48350	Chakwal 	Punjab
WAISA	43510	Attock 	Punjab
WAN BHACHRAN	42100	Mianwali 	Punjab
WAN RADHA RAM	55360	Kasur 	Punjab
WANA	29540	Tank 	NWFP
WANDA KHAN MUHAMMAD	29010	Dera Ismail Khan 	NWFP
WANDO	52464	Gujranwala 	Punjab
WANHAR	48160	Talagang 	Punjab
WANIAWALA	52404	Gujranwala 	Punjab
WANIKE TARAR	52104	Gujranwala 	Punjab
WAPDA RESIDENCY COLONY LAKHRA	73260	Hyderabad 	Sindh
WAPDA SCARP COLONY	64300	Rahimyar Khan 	Punjab
WAPDA TOWN 	52132	Gujranwala 	Punjab
WARAH	77040	Larkana 	Sindh
WARANA	27810	Karak 	NWFP
WARBURTON	39180	Qila Sheikhupura 	Punjab
WARCHHA MANDI	41330	Khushab 	Punjab
WARI	18200	Batkhela HPO	NWFP
WARSAK COLONY	24680	Peshawar 	NWFP
WARYAM	35100	Jhang 	Punjab
WASNAL	48582	Chakwal 	Punjab
WATALA	10010	Bhimber 	Azad Kashmir
WAZIRABAD	52000	Gujranwala 	Punjab
WIJH	40110	Sargodha 	Punjab
YAKA TOOT	25200	Peshawar 	NWFP
YAR HUSSAIN	23320	Sawabi 	NWFP
YARIK	29020	Dera Ismail Khan 	NWFP
YASIN	15310	Gilgit 	Northern Area
YASIN KALAN	43422	Attock 	Punjab
YAZMAN	63210	Bahawalpur 	Punjab
YOUSAF SHAH	30046	Bhakkar 	Punjab
ZAFAR WAL	51670	Narowal 	Punjab
ZAHIR PEER	64130	Rahimyar Khan 	Punjab
ZAIDA	23540	Sawabi 	NWFP
ZAIMDARA	18450	Batkhela HPO	NWFP
ZAMAMA	52240	Gujranwala 	Punjab
ZARA KHELA	19250	Saidu Sharif 	NWFP
ZARA MIANA	24044	Nowshera 	NWFP
ZARGERI	26210	Kohat 	NWFP
ZAROBI	23510	Sawabi 	NWFP
ZEHRI 	88450	Khuzdar 	Balochistan
ZHOB	85200	Loralai 	Balochistan
ZIARAT	96000	Quetta 	Balochistan
ZIARAT (DIR)	18700	Batkhela HPO	NWFP
ZIARAT KAKA SAHIB	24130	Nowshera 	NWFP
